pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
48860,100202,26.18,32.09,0.09,,,,,,N,,,134700.4,+605822.9,111.2493,54.8770,56.6550,19.9864,-2,0.08,12.24,8.41,2014,2152,2183,2114,2126,NGC5308,742,0,6,27.42,32.19,0.06,10,112.0835,55.7296,57.3966,19.2838,3,10.46,6.80,2016,2150,2180,2122,2134,175,"49044      N5322"
48862,0,52.48,33.60,0.20,,,,,,,H,,134701.2,+335337.1,65.8151,76.2681,85.4353,19.3144,6,0.09,15.31,12.49,4959,5021,5017,5172,5243,UGC08713,0,1833,1,52.48,33.60,0.20,3,66.3246,76.1751,85.2806,19.3605,6,0.00,10.20,4922,4984,4981,5134,5204,33,
48881,105241,144.54,35.80,0.20,,,,,,,H,,134714.9,-281954.3,317.5816,32.9475,147.2280,3.6092,5,0.26,14.66,10.86,11380,11249,11180,11654,12011,IC4330,0,0,1,144.54,35.80,0.20,1,317.5816,32.9475,147.2280,3.6092,5,14.66,10.86,11380,11249,11180,11654,12011,0,
48888,100011,69.82,34.22,0.23,,,,,,,,F,134718.7,-294832.1,317.1544,31.5151,148.6229,3.1158,-4,0.26,14.31,9.91,4531,4396,4327,4802,4863,ESO445-028,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48894,100011,51.29,33.55,0.25,,,,,,,,F,134723.2,-302504.0,316.9937,30.9217,149.2009,2.9215,1,0.27,14.76,11.41,3897,3761,3691,4167,4213,PGC048894,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48918,103084,85.11,34.65,0.20,,,,,,,H,,134744.9,+174306.5,359.9348,73.9629,102.2811,16.9496,3,0.10,15.35,0.00,7909,7919,7894,8168,8344,UGC08720,0,0,1,85.11,34.65,0.20,1,359.9348,73.9629,102.2811,16.9496,3,15.35,0.00,7909,7919,7894,8168,8344,0,
48925,100039,27.93,32.23,0.20,,,,,,,H,,134749.8,+402906.5,85.4342,72.2812,78.4769,20.0610,6,0.04,15.60,0.00,2330,2413,2418,2519,2536,UGC08726,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
48953,112637,40.74,33.05,0.20,,,,,,,H,,134816.7,+680505.9,115.0369,48.1627,49.1138,19.5078,4,0.08,14.37,9.77,1784,1938,1977,1849,1858,UGC08737,745,0,1,40.74,33.05,0.20,2,112.9685,50.1514,51.5285,20.2674,7,14.29,9.76,1778,1928,1965,1852,1861,18,"48953   UGC08737"
48959,112761,18.45,31.33,0.20,,,,,,,H,,134816.1,+035702.9,335.7502,63.1427,116.2065,13.8744,5,0.10,13.06,9.49,1170,1134,1093,1452,1458,UGC08727,692,0,4,16.75,31.12,0.09,8,340.5744,63.1755,115.5244,15.9603,3,12.01,8.59,1193,1166,1127,1466,1472,215,"48959   UGC08727"
48989,110992,30.90,32.45,0.20,,,,,,,H,,134839.0,+432444.4,91.2397,70.0253,75.3717,20.3792,6,0.08,14.62,0.00,2333,2425,2434,2509,2526,UGC08733,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
48991,100011,51.29,33.55,0.23,,,,,,,,F,134839.2,-304838.6,317.1847,30.4727,149.6645,3.0412,-2,0.24,14.24,10.13,5084,4948,4878,5352,5428,ESO445-040,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49017,100305,111.69,35.24,0.20,,,,,,,H,,134859.5,-071142.2,327.0891,52.9558,127.2055,10.8913,3,0.15,15.07,10.74,7586,7515,7463,7875,8039,PGC049017,0,2073,1,111.69,35.24,0.20,5,327.0600,52.9066,127.2567,10.8771,3,0.00,8.71,7479,7408,7356,7768,7927,147,
49025,100011,63.39,34.01,0.23,,,,,,,,F,134905.3,-301744.6,317.4438,30.9463,149.2135,3.3081,-3,0.26,12.24,8.18,4515,4380,4311,4784,4845,IC4329,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49028,100024,185.35,36.34,0.20,,,,,,,H,,134907.7,-324334.7,316.7384,28.5940,151.4974,2.4682,3,0.23,16.02,0.00,13899,13758,13688,14163,14689,ESO445-047,0,0,1,185.35,36.34,0.20,1,316.7384,28.5940,151.4974,2.4682,3,16.02,0.00,13899,13758,13688,14163,14689,0,
49034,100158,30.06,32.39,0.20,,,,,,,H,,134908.9,-483747.1,312.6699,13.1467,166.3970,-3.1110,5,0.55,14.82,0.00,2946,2775,2700,3168,3195,ESO221-002,448,0,1,30.06,32.39,0.20,8,312.2462,13.2308,166.2595,-3.5095,3,14.27,0.00,3044,2872,2797,3268,3296,122,"49034 ESO221-002"
49044,100202,31.92,32.52,0.14,,,,,S,,,,134915.2,+601125.4,110.2793,55.4950,57.4683,20.3114,-5,0.06,11.05,7.33,1801,1938,1968,1903,1913,N5322,742,0,6,27.42,32.19,0.06,10,112.0835,55.7296,57.3966,19.2838,3,10.46,6.80,2016,2150,2180,2122,2134,175,"49044      N5322"
49050,113069,3.19,27.52,0.10,,T,,,,,,,134917.5,-360348.1,315.8418,25.3539,154.6356,1.3284,8,0.31,11.28,9.85,329,181,109,586,587,ESO383-87,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
49063,111183,50.12,33.50,0.20,,,,,,,H,,134933.5,-330408.7,316.7389,28.2397,151.8501,2.4324,4,0.29,14.10,10.49,4237,4096,4025,4500,4554,ES383-088,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49069,100039,51.29,33.55,0.20,,,,,,,H,,134944.4,+395905.0,83.4127,72.3610,79.0349,20.3914,3,0.04,12.78,8.89,2562,2645,2649,2751,2771,NGC05313,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49081,100052,114.29,35.29,0.25,,,,,,,,F,134952.5,+251125.9,27.8061,76.7526,94.6486,18.7698,-2,0.07,15.31,11.69,8775,8811,8796,9013,9227,IC4332,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49082,0,112.20,35.25,0.20,,,,,,,H,,134956.0,-221633.7,320.3287,38.6118,141.7215,6.2451,3,0.33,15.17,12.20,7353,7239,7174,7633,7787,ESO577-039,0,0,1,112.20,35.25,0.20,1,320.3287,38.6118,141.7215,6.2451,3,15.17,12.20,7353,7239,7174,7633,7787,0,
49090,100011,62.52,33.98,0.09,,,,,,N,,F,135001.5,-303442.4,317.5852,30.6208,149.5494,3.3986,-3,0.24,13.62,9.63,3775,3640,3570,4043,4086,NGC5304,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49112,100039,35.65,32.76,0.20,,,,,,,H,,135020.4,+412158.2,86.3659,71.3241,77.5700,20.5876,5,0.03,13.39,9.91,2609,2696,2702,2792,2813,UGC08749,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49114,0,109.65,35.20,0.20,,,,,,,H,,135021.9,+180916.5,2.5374,73.7314,101.9619,17.6459,4,0.09,15.55,0.00,7820,7833,7809,8076,8248,UGC08746,0,0,1,109.65,35.20,0.20,1,2.5374,73.7314,101.9619,17.6459,4,15.55,0.00,7820,7833,7809,8076,8248,0,
49127,100052,114.29,35.29,0.25,,,,,,,,F,135030.8,+245745.7,26.9711,76.5638,94.9102,18.8768,-4,0.07,15.11,11.50,8783,8819,8803,9021,9235,PGC049127,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49128,0,66.99,34.13,0.20,,,,,,,H,,135032.4,-404225.7,314.8664,20.7910,159.0656,-0.0868,5,0.35,15.15,0.00,4857,4701,4627,5101,5170,AGC030136,0,0,1,66.99,34.13,0.20,1,314.8664,20.7910,159.0656,-0.0868,5,15.15,0.00,4857,4701,4627,5101,5170,0,
49129,0,14.66,30.83,0.20,,,,,,,H,,135031.7,-371720.9,315.7735,24.1046,155.8705,1.1277,5,0.33,14.36,0.00,1078,928,856,1331,1336,ESO383-091,317,0,3,11.38,30.28,0.12,3,317.3764,26.3644,153.7640,2.7934,7,11.90,10.80,1229,1087,1016,1485,1491,161,"49187  ES384-002"
49131,100011,34.20,32.67,0.25,,,,,,,,F,135032.6,-300254.7,317.8735,31.1026,149.0915,3.6891,0,0.29,14.79,11.09,5404,5271,5201,5672,5757,ESO445-054,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49145,100052,116.95,35.34,0.20,,,,,,,H,,135045.1,+251122.0,27.9741,76.5581,94.6823,18.9656,4,0.07,15.35,12.50,9187,9224,9208,9424,9658,UGC08753,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49153,0,127.64,35.53,0.08,,,,,,N,,,135048.8,+491850.1,99.6174,65.0400,69.0763,20.8910,3,0.06,16.05,0.00,8094,8204,8220,8244,8423,PGC049153,0,0,1,127.64,35.53,0.08,1,99.6174,65.0400,69.0763,20.8910,3,16.05,0.00,8094,8204,8220,8244,8423,0,
49158,0,3.28,27.58,0.08,,T,L,,,,,,135051.1,+380116.0,77.7935,73.4464,81.1412,20.4694,10,0.07,14.49,12.00,191,269,270,386,386,UGC8760,213,0,4,3.10,27.45,0.04,4,79.8128,71.2497,79.2071,21.7476,10,12.65,10.02,192,278,282,375,375,11,"51472     DDO190"
49172,100435,90.36,34.78,0.20,,,,,,,H,,135100.9,+134623.4,352.0515,70.7197,106.4856,16.8967,0,0.12,16.02,0.00,6162,6161,6131,6426,6535,AGC230750,0,0,1,90.36,34.78,0.20,1,352.0515,70.7197,106.4856,16.8967,0,16.02,0.00,6162,6161,6131,6426,6535,0,
49187,0,15.28,30.92,0.20,,,,,,,H,,135118.9,-334828.4,316.9255,27.4316,152.6716,2.5143,8,0.28,12.59,0.00,1391,1249,1178,1651,1658,ES384-002,317,0,3,11.38,30.28,0.12,3,317.3764,26.3644,153.7640,2.7934,7,11.90,10.80,1229,1087,1016,1485,1491,161,"49187  ES384-002"
49204,100435,113.24,35.27,0.20,,,,,,,H,,135130.9,+140531.1,352.9912,70.8636,106.1873,17.0836,1,0.11,14.35,9.93,7011,7011,6982,7274,7414,UGC08766,0,2270,2,109.14,35.19,0.14,5,353.3571,70.7750,106.1978,17.2324,1,0.00,8.75,7071,7072,7043,7333,7475,219,UGC08766
49208,100011,62.81,33.99,0.23,,,,,,,,F,135139.5,-302920.5,318.0070,30.6138,149.5896,3.7595,-2,0.26,13.58,9.98,4539,4405,4336,4805,4866,ESO445-059,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49240,100052,114.29,35.29,0.25,,,,,,,,F,135105.4,+250537.2,27.6382,76.4638,94.7949,19.0262,0,0.08,14.53,10.32,8803,8840,8824,9040,9255,PGC049240,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49241,100052,114.29,35.29,0.25,,,,,,,,F,135104.6,+250459.2,27.5913,76.4647,94.8054,19.0215,3,0.08,0.00,11.70,8840,8877,8861,9077,9294,PGC049241,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49244,100435,104.71,35.10,0.20,,,,,,,H,,135208.4,+140657.6,353.3699,70.7736,106.1969,17.2369,1,0.11,14.47,10.42,6832,6833,6804,7094,7227,IC0946,0,2270,2,109.14,35.19,0.14,5,353.3571,70.7750,106.1978,17.2324,1,0.00,8.75,7071,7072,7043,7333,7475,219,UGC08766
49245,100011,48.08,33.41,0.25,,,,,,,,F,135208.0,-302705.7,318.1330,30.6223,149.5908,3.8682,-2,0.26,15.47,11.74,4704,4571,4501,4970,5035,ESO445-062,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49265,107836,100.46,35.01,0.20,,,,,,,H,,135216.8,+223117.6,17.7949,75.4593,97.5253,18.8798,8,0.11,15.13,10.99,8364,8393,8374,8607,8802,UGC08777,0,0,1,100.46,35.01,0.20,1,17.7949,75.4593,97.5253,18.8798,8,15.13,10.99,8364,8393,8374,8607,8802,0,
49267,0,34.36,32.68,0.20,,,,,,,H,,135216.1,-372725.1,316.0921,23.8552,156.1507,1.3894,8,0.33,15.41,0.00,1641,1492,1420,1892,1902,ES384-005,0,0,1,34.36,32.68,0.20,1,316.0921,23.8552,156.1507,1.3894,8,15.41,0.00,1641,1492,1420,1892,1902,0,
49289,100052,114.29,35.29,0.25,,,,,,,,F,135237.4,+244456.1,26.5384,76.0496,95.2124,19.3166,0,0.06,14.57,10.45,9069,9105,9090,9306,9534,UGC08788,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49297,100052,114.29,35.29,0.25,,,,,,,,F,135244.9,+250223.7,27.7436,76.0853,94.9122,19.3890,-4,0.05,15.08,11.45,8625,8662,8647,8861,9068,PGC049297,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49300,100011,48.31,33.42,0.25,,,,,,,,F,135246.0,-295547.4,318.4523,31.0869,149.1505,4.1815,-1,0.25,14.25,10.00,4773,4641,4572,5039,5106,ESO445-065,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49301,0,38.19,32.91,0.20,,,,,,,H,,135248.4,+372926.9,75.4909,73.4403,81.7370,20.8154,6,0.08,15.36,0.00,2301,2378,2379,2497,2514,UGC08795,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49303,101838,58.88,33.85,0.20,,,,,,,H,,135250.1,+021549.4,336.1299,61.1141,118.1970,14.5246,4,0.13,14.85,11.44,4354,4316,4274,4633,4690,UGC08787,0,1680,2,60.81,33.92,0.14,3,336.8533,61.5556,117.6668,14.7511,4,0.00,9.95,4558,4522,4481,4837,4899,179,
49304,101620,90.36,34.78,0.09,,,,,,N,,,135250.3,-304236.1,318.2208,30.3324,149.8869,3.9182,2,0.26,14.62,10.93,7258,7124,7055,7523,7672,ESO445-066,0,0,1,90.36,34.78,0.09,1,318.2208,30.3324,149.8869,3.9182,2,14.62,10.93,7258,7124,7055,7523,7672,0,
49315,100209,115.35,35.31,0.20,,,,,,,H,,135257.7,+205500.8,12.3689,74.6560,99.2240,18.7594,3,0.10,15.15,11.13,8582,8606,8586,8828,9033,UGC08794,0,2290,1,115.35,35.31,0.20,11,14.2203,75.1061,98.5332,18.6762,3,0.00,8.88,8210,8236,8216,8456,8644,391,
49322,100039,35.65,32.76,0.20,,,,,,,H,,135301.9,+393450.6,81.0518,72.1483,79.5078,20.9973,6,0.06,14.79,11.74,2507,2590,2594,2695,2714,UGC08804,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49335,0,79.43,34.50,0.20,,,,,,,H,,135309.6,+045738.8,339.2260,63.3961,115.5269,15.3150,7,0.10,16.25,0.00,5070,5041,5002,5346,5422,UGC08796,0,0,1,79.43,34.50,0.20,1,339.2260,63.3961,115.5269,15.3150,7,16.25,0.00,5070,5041,5002,5346,5422,0,
49337,100149,62.52,33.98,0.20,,,,,,,H,,135314.2,+381337.9,77.4039,72.9467,80.9572,20.9518,3,0.10,14.99,11.46,3510,3589,3591,3703,3739,UGC08806,0,1455,2,58.34,33.83,0.14,4,76.9482,73.1394,81.1869,20.8578,3,0.00,9.03,3507,3585,3587,3701,3737,179,NGC05351
49347,100039,26.30,32.10,0.20,,,,,,,H,,135321.6,+402150.2,82.8376,71.5926,78.6737,21.1041,4,0.05,12.28,8.75,2326,2412,2417,2511,2528,UGC08810,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49353,113028,12.76,30.53,0.14,,,,,S,,,,135326.5,+051227.7,339.6526,63.5680,115.2982,15.4461,-2,0.12,13.99,10.88,809,781,742,1084,1087,N5338,692,0,4,16.75,31.12,0.09,8,340.5744,63.1755,115.5244,15.9603,3,12.01,8.59,1193,1166,1127,1466,1472,215,"48959   UGC08727"
49357,0,199.53,36.50,0.20,,,,,,,H,,135330.5,+112036.8,348.6598,68.5103,109.1030,16.9498,3,0.10,15.93,0.00,11311,11304,11271,11577,11929,AGC230792,0,0,1,199.53,36.50,0.20,1,348.6598,68.5103,109.1030,16.9498,3,15.93,0.00,11311,11304,11271,11577,11929,0,
49359,100149,54.20,33.67,0.20,,,,,,,H,,135327.7,+375452.8,76.4446,73.0925,81.2945,20.9748,3,0.09,13.08,9.51,3614,3693,3694,3808,3846,NGC05351,0,1455,2,58.34,33.83,0.14,4,76.9482,73.1394,81.1869,20.8578,3,0.00,9.03,3507,3585,3587,3701,3737,179,NGC05351
49369,100568,155.60,35.96,0.20,,,,,,,H,,135337.4,-203028.9,322.0732,40.0411,140.3419,7.6552,3,0.34,15.96,12.21,10475,10368,10305,10753,11057,ESO578-004,0,2204,1,155.60,35.96,0.20,3,321.9274,40.1399,140.2382,7.5464,3,0.00,10.46,10427,10320,10257,10706,11007,44,
49372,105855,108.64,35.18,0.20,,,,,,,H,,135340.7,-335657.5,317.4165,27.1656,152.9801,2.9220,5,0.30,14.77,11.53,11101,10961,10890,11359,11698,ESO384-009,0,0,1,108.64,35.18,0.20,1,317.4165,27.1656,152.9801,2.9220,5,14.77,11.53,11101,10961,10890,11359,11698,0,
49373,111831,62.81,33.99,0.20,,,,,,,H,,135341.9,+032238.5,337.6864,61.9725,117.1469,15.0303,4,0.13,14.71,11.48,4671,4637,4596,4948,5013,UGC08808,0,1680,2,60.81,33.92,0.14,3,336.8533,61.5556,117.6668,14.7511,4,0.00,9.95,4558,4522,4481,4837,4899,179,
49384,100099,87.50,34.71,0.20,,,,,,,H,,135358.3,-273724.7,319.5170,33.2266,147.0812,5.2481,0,0.29,14.16,10.01,5529,5404,5336,5798,5887,ES510-007,0,0,1,87.50,34.71,0.20,1,319.5170,33.2266,147.0812,5.2481,0,14.16,10.01,5529,5404,5336,5798,5887,0,
49391,0,71.45,34.27,0.20,,,,,,,H,,135403.9,+035704.5,338.4860,62.4182,116.5981,15.2696,6,0.14,15.56,0.00,4647,4616,4575,4923,4987,UGC08816,0,0,1,71.45,34.27,0.20,1,338.4860,62.4182,116.5981,15.2696,6,15.56,0.00,4647,4616,4575,4923,4987,0,
49394,0,73.79,34.34,0.20,,,,,,,H,,135408.8,+092446.0,345.7639,66.9141,111.1028,16.6541,0,0.14,16.26,0.00,6854,6841,6806,7123,7257,AGC230801,0,0,1,73.79,34.34,0.20,1,345.7639,66.9141,111.1028,16.6541,0,16.26,0.00,6854,6841,6806,7123,7257,0,
49411,100480,16.67,31.11,0.20,,,,,,,H,,135411.2,+051338.0,340.0274,63.4850,115.3279,15.6305,4,0.12,14.18,11.27,1452,1425,1386,1727,1735,NGC005348,692,0,4,16.75,31.12,0.09,8,340.5744,63.1755,115.5244,15.9603,3,12.01,8.59,1193,1166,1127,1466,1472,215,"48959   UGC08727"
49413,111281,74.13,34.35,0.20,,,,,,,H,,135412.2,-045049.0,330.6634,54.6099,125.3142,12.8323,4,0.12,14.41,10.82,4322,4263,4213,4605,4661,PGC049413,0,0,1,74.13,34.35,0.20,1,330.6634,54.6099,125.3142,12.8323,4,14.41,10.82,4322,4263,4213,4605,4661,0,
49428,100209,203.24,36.54,0.20,,,,,,,H,,135426.9,+214948.3,16.0580,74.7309,98.3359,19.2580,3,0.11,15.07,10.85,8353,8381,8362,8596,8791,UGC08828,0,0,1,203.24,36.54,0.20,1,16.0580,74.7309,98.3359,19.2580,3,15.07,10.85,8353,8381,8362,8596,8791,0,
49433,101317,169.82,36.15,0.20,,,,,,,H,,135430.1,+144032.4,355.7973,70.7494,105.7504,17.9144,4,0.11,16.00,0.00,12537,12541,12513,12796,13226,AGC230808,0,0,1,169.82,36.15,0.20,1,355.7973,70.7494,105.7504,17.9144,4,16.00,0.00,12537,12541,12513,12796,13226,0,
49448,101379,7.24,29.30,0.10,,T,,,,,,,135445.8,+535411.9,103.6987,60.7967,64.1423,21.4049,10,0.06,13.77,11.00,141,265,287,269,269,UGC8837,216,0,8,6.19,28.96,0.03,8,103.5969,59.2037,62.7279,22.1792,8,8.13,5.84,238,367,391,356,356,61,"50063    NGC5457"
49452,0,3.20,27.52,0.08,,T,L,,,,,,135448.5,+355015.7,69.7156,73.9588,83.5348,21.0891,10,0.05,15.30,12.30,224,297,296,424,424,UGC8833,213,0,4,3.10,27.45,0.04,4,79.8128,71.2497,79.2071,21.7476,10,12.65,10.02,192,278,282,375,375,11,"51472     DDO190"
49464,100039,27.67,32.21,0.20,,,,,,,H,,135453.3,+411848.7,84.4320,70.7438,77.6705,21.4379,3,0.03,13.38,10.16,2169,2259,2265,2349,2364,UGC08835,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
49468,100480,28.18,32.25,0.20,,,,,,,H,,135458.4,+052001.0,340.5252,63.4684,115.2731,15.8471,3,0.11,13.63,9.73,1388,1362,1323,1662,1669,NGC5356,692,0,4,16.75,31.12,0.09,8,340.5744,63.1755,115.5244,15.9603,3,12.01,8.59,1193,1166,1127,1466,1472,215,"48959   UGC08727"
49470,100052,114.29,35.29,0.25,,,,,,,,F,135455.8,+250720.7,28.4845,75.6183,94.9045,19.8898,-5,0.08,15.14,10.98,8732,8771,8756,8966,9178,IC4343,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49483,106062,170.61,36.16,0.20,,,,,,,H,,135512.4,-361905.3,317.0430,24.8001,155.3025,2.3512,3,0.31,15.06,11.61,11929,11784,11712,12180,12569,ESO384-011,0,0,1,170.61,36.16,0.20,1,317.0430,24.8001,155.3025,2.3512,3,15.06,11.61,11929,11784,11712,12180,12569,0,
49489,100202,36.64,32.82,0.20,,,,,,,H,,135516.1,+593023.9,108.5593,55.8049,58.1370,21.1155,2,0.06,12.98,9.22,2076,2214,2243,2179,2192,NGC05376,742,0,6,27.42,32.19,0.06,10,112.0835,55.7296,57.3966,19.2838,3,10.46,6.80,2016,2150,2180,2122,2134,175,"49044      N5322"
49492,100052,114.82,35.30,0.25,,,,,,,,F,135512.6,+250117.4,28.1392,75.5358,95.0207,19.9376,2,0.07,15.00,11.11,9342,9381,9366,9576,9817,IC4344,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49507,100052,114.29,35.29,0.25,,,,,,,,F,135534.4,+250259.2,28.3168,75.4611,95.0039,20.0231,-4,0.08,15.94,0.00,8730,8769,8754,8963,9175,PGC049507,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49508,100202,12.88,30.55,0.20,,,,,,,H,,135534.3,+594434.2,108.6801,55.5755,57.8812,21.1337,-2,0.07,14.03,10.81,1610,1748,1778,1711,1719,NGC005379,742,0,6,27.42,32.19,0.06,10,112.0835,55.7296,57.3966,19.2838,3,10.46,6.80,2016,2150,2180,2122,2134,175,"49044      N5322"
49516,100012,23.88,31.89,0.25,,,,,,,,F,135541.8,-334329.6,317.9382,27.2675,152.9229,3.3936,-2,0.31,14.14,10.08,3764,3625,3554,4021,4064,ESO384-013,2591,1279,25,51.29,33.55,0.05,49,319.5433,26.6090,153.7034,4.7626,-1,0.00,6.36,4094,3958,3888,4344,4394,543,AS753
49533,100509,80.17,34.52,0.20,,,,,,,H,,135559.5,-011542.2,334.2067,57.6364,121.9203,14.3050,4,0.20,14.91,11.74,7389,7342,7296,7668,7823,UGC08844,0,2087,1,80.17,34.52,0.20,4,333.5307,57.8503,121.7720,13.9114,4,0.00,9.40,7178,7130,7084,7459,7606,166,
49534,100011,44.46,33.24,0.25,,,,,,,,F,135559.5,-302029.1,319.0967,30.4960,149.7869,4.6846,-5,0.23,12.98,9.03,4870,4739,4670,5133,5203,NGC5357,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
49540,107411,121.90,35.43,0.20,,,,,,,H,,135603.4,+133021.1,354.0683,69.6685,107.0364,18.0350,1,0.12,14.34,10.25,6862,6864,6834,7122,7256,IC0959,0,0,1,121.90,35.43,0.20,1,354.0683,69.6685,107.0364,18.0350,1,14.34,10.25,6862,6864,6834,7122,7256,0,
49553,100052,151.36,35.90,0.20,,,,,,,H,,135610.6,+242937.2,26.2939,75.2048,95.6109,20.0759,3,0.07,15.50,12.30,8372,8410,8394,8606,8801,UGC08855,2532,0,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49554,100100,92.90,34.84,0.20,,,,,,,H,,135610.5,-234617.3,321.4966,36.7553,143.6348,7.0755,3,0.32,15.41,0.00,11020,10906,10840,11292,11627,ESO510-019,0,0,1,92.90,34.84,0.20,1,321.4966,36.7553,143.6348,7.0755,3,15.41,0.00,11020,10906,10840,11292,11627,0,
49556,100052,114.29,35.29,0.25,,,,,,,,F,135609.3,+251143.7,28.9870,75.3608,94.8710,20.1747,0,0.08,15.87,0.00,8684,8724,8709,8916,9125,PGC049556,2532,2562,16,122.73,35.44,0.06,23,27.8698,75.8675,94.9605,19.6017,0,0.00,7.95,8863,8901,8886,9098,9316,252,J13
49563,111164,24.66,31.96,0.20,,,,,,,H,,135616.7,+471408.0,94.9057,66.2096,71.3064,21.8029,1,0.07,12.17,8.47,1798,1905,1919,1953,1963,UGC08863,749,0,2,30.48,32.42,0.14,2,93.6263,65.0378,70.6814,22.9574,5,12.08,8.46,1900,2012,2027,2048,2059,153,"49563   UGC08863"
